odor	ריח
romanians	רומנים
positioning	מיצוב
harduf	הרדוף
vaslui	וסלוי
aeneas	איניאס
ipanema	איפנמה
typeface	גופן
paleogene	פלאוגן
magach	מגח
iroquois	אירוקווי
tava	סאג
lillehammer	לילהאמר
watchmaker	שען
hug	חיבוק
salinity	מליחות
alpaca	אלפקה
ebro	אברו
theta	תטא
purée	מחית
actaeon	אקטיון
captaincy	קפיטניה
parod	פרוד
samos	סאמוס
derbyshire	דרבישייר
verbeia	ורביה
mouthpiece	פייה
cyclorama	ציקלורמה
concordat	קונקורדט
walrus	ניבתן
looting	ביזה
chamonix	שאמוני
surgeon	כירורג
perimeter	היקף
crying	בכי
guti	גוטי
misnagdim	ליטאים
trondheim	טרונדהיים
amritsar	אמריצר
hydrocarbon	פחמימן
mediolanum	מדיולאנום
shakhtar	שחטיור
immersion	השתקעות
potion	שיקוי
positron	פוזיטרון
guanajuato	גואנחואטו
sanity	שפיות
cadet	שוחר
wafer	ופלה
patriotism	פטריוטיות
corchorus	מלוכיה
aida	אאידה
oncology	אונקולוגיה
chorale	כוראל
narin	נארין
lombards	לומברדים
yahel	יהל
miletus	מילטוס
cheque	המחאה
sphyrna	פטישן
astronautics	אסטרונאוטיקה
benelux	בנלוקס
shuva	שובה
protonation	פרוטונציה
ogre	עוג
lida	לידא
kock	קוצק
debrecen	דברצן
hermeneutics	הרמנויטיקה
balalaika	בללייקה
scud	סקאד
sith	סית
eyepiece	עינית
michmash	מכמש
rephidim	רפידים
khat	קאת
makalu	מקלו
grenoble	גרנובל
absinthe	אבסינת
awakenings	התעוררות
burrow	מחילה
afrikaner	אפריקאנרים
gout	שיגדון
athabasca	אתבסקה
baharat	בהרט
eyalet	איילט
kumari	קומארי
circaetus	חיוויאי
trigonella	גרגרנית
klingon	קלינגונים
colonus	קולונאט
cybernetics	קיברנטיקה
brega	בורייקה
schnauzer	שנאוצר
curd	הגבנה
digamma	וואו
thesis	תזה
mesopotamia	מסופוטמיה
urdu	אורדו
electro	אלקטרו
avdon	עבדון
vedem	ודם
betipul	בטיפול
insubordination	סרבנות
warg	וארג
rake	מגרפה
locomotive	קטר
omnipotence	אומניפוטנטיות
interrupt	פסיקה
ofakim	אופקים
dunedin	דנידין
kandahar	קנדהאר
enthusiasm	התלהבות
abaddon	אבדון
dagestan	דאגסטן
apology	אפולוגיה
hashmonaim	חשמונאים
abaye	אביי
doping	אילוח
lusitania	לוסיטניה
ouzo	אוזו
tuner	טיונר
sumo	סומו
oradea	אוראדיה
microphone	מיקרופון
flagellum	שוטון
infinitesimal	אינפיניטסימל
albinism	לבקנות
alectoris	חוגלה
dumpling	כופתאות
esophagus	ושט
patagonia	פטגוניה
encapsulation	כימוס
hildesheim	הילדסהיים
snowdon	סנודון
pellestrina	פלסטרינה
heilbronn	היילברון
kruševac	קרושבץ
freetown	פריטאון
classicism	קלאסיציזם
nostril	נחיר
adenosine	אדנוזין
spiritualism	ספיריטואליזם
marmot	מרמיטה
teleostomi	גרמיים
neoplasm	ניאופלזיה
yanuv	ינוב
babur	באבור
cahul	קגול
weiss	וייס
skewer	שיפוד
adolescence	התבגרות
ziv	זיו
serotonin	סרוטונין
sultani	סולטני
prediction	חיזוי
nahum	נחום
hart	הארט
marche	מארקה
kramim	כרמים
interregnum	אינטררגנום
crucifixion	צליבה
kesha	קשה
falafel	פלאפל
cherasco	קראסקו
pancake	חביתית
samarkand	סמרקנד
aveyron	אוורון
agrotis	אגרוטיס
mszczonów	אמשינוב
uterus	רחם
bsisa	בסיסה
illui	עילוי
kosiv	קוסוב
kashrut	כשרות
eocene	אאוקן
mentos	מנטוס
omid	אומיד
sorbet	סורבה
faqqua	פקועה
paramagnetism	פאראמגנטיות
destino	דסטינו
cracker	קרקר
olomouc	אולומוץ
ostend	אוסטנדה
enhancer	מעצם
piedmont	פיימונטה
ligand	ליגנד
exist	קיים
lottery	לוטו
metaphysics	מטאפיזיקה
grandparent	סב
bartender	מוזג
intersex	אינטרסקס
precipitation	משקעים
waist	מותן
predicate	נשוא
libertas	ליברטאס
modularity	מודולריות
economist	כלכלן
kazanlak	קאזאנלק
kolkhoz	קולחוז
pacifier	מוצץ
magnate	מגנאט
kebab	קבב
pretzel	בייגלה
stereotype	סטריאוטיפ
pecan	פקאן
acetylene	אצטילן
vorarlberg	פורארלברג
minos	מינוס
aphrodisiac	אפרודיזיאק
berat	בראט
conservatism	שמרנות
antilopinae	צבאיים
entrepreneur	יזם
lacrosse	לקרוס
prolactin	פרולקטין
mersin	מרסין
metalloproteinase	מטאלופרוטאז
horseshoe	פרסה
lomé	לומה
fabaceae	קטניות
mahlab	מחלב
sovereignty	ריבונות
theaceae	תאיים
donna	דונה
corvette	קורבטה
kotel	כותל
rodef	רודף
aldi	אלדי
embroidery	רקמה
vitebsk	ויטבסק
brainiac	ברייניאק
cosmopolitanism	קוסמופוליטיות
stoma	פיונית
damietta	דמיאט
vagina	נרתיק
scania	סקונה
esau	עשו
gorgon	גורגונה
rivne	רובנו
variance	שונות
feudalism	פיאודליזם
humite	הומיט
nada	נאדה
gloucestershire	גלוסטרשייר
apricot	משמש
ariadne	אריאדנה
apnea	אפניאה
beeroth	בארות
oxygen	חמצן
liqueur	ליקר
cichlid	אמנוניים
overijssel	אובראיסל
senaki	סנקי
cumin	כמון
kos	קוס
frigate	פריגטה
vantaa	ונטה
achziv	אכזיב
koi	קוי
campania	קמפניה
cheek	לחי
mentor	מנטור
azzoun	עזון
hypothalamus	היפותלמוס
theia	תאה
pox	אבעבועות
photonics	פוטוניקה
serum	נסיוב
soprano	סופרן
broomrape	עלקת
sacrament	סקרמנט
patronage	מצנט
mucus	ריר
adiabene	חדייב
mold	עובש
methane	מתאן
shabu	שבו
hadith	חדית
ethnography	אתנוגרפיה
anonymity	אנונימיות
chromatography	כרומטוגרפיה
sapporo	סאפורו
commissar	קומיסר
mycosis	פטרת
halal	חלאל
kayak	קיאק
yotvata	יטבתה
hamam	חמאם
encoder	מקודד
zavah	זבה
quarterback	קוורטרבק
aiguillette	שרוך
norepinephrine	נוראדרנלין
triviality	טריוויאלי
smoothie	שייק
obituary	אוביטוארי
bada	בדה
forestry	יערנות
hierapolis	הייראפוליס
candlestick	פמוט
askja	אסקיה
malaria	מלריה
badlands	בתרונות
pea	אפונה
nakam	הנוקמים
canonization	קאנוניזציה
threshing	דישה
rango	רנגו
robotics	רובוטיקה
related	קרובות
ovis	כבש
moomintroll	מומינטרול
organelle	אברון
serbs	סרבים
maghreb	מגרב
soldering	הלחמה
aemilianus	איימליאנוס
focșani	פוקשאן
hera	הרה
valkyrie	ולקיריה
unicode	יוניקוד
modem	מודם
carboniferous	קרבון
unfaithful	בוגדת
freikorps	פרייקור
adygea	אדיגיה
izabo	איזבו
slug	חשופיות
alkyne	אלקין
laka	לאקה
barbus	ברבוס
subway	סאבוויי
sulawesi	סולאווסי
crius	קריוס
maddan	מאדאן
mayday	מיידיי
oppression	דיכוי
zikri	זיכרי
tigre	תגרים
parrot	תוכאים
lindos	לינדוס
naupactus	נפפקטוס
ostrava	אוסטרבה
statics	סטטיקה
barclays	ברקליס
mizra	מזרע
transsexualism	טרנסקסואליות
tonnage	תפוסה
ramallah	רמאללה
ecclesia	אקלסיה
leffe	לף
felsic	פלסי
crypt	קריפטה
blancmange	מלבי
hura	חורה
dysplasia	דיספלזיה
recursion	רקורסיה
byzantium	ביזנטיון
yaniv	יניב
centurion	קנטוריון
goths	גותים
holocene	הולוקן
gingiva	חניכיים
nowruz	נורוז
magnet	מגנט
leatherman	לדרמן
dustpan	יעה
lipid	ליפיד
solitude	התבודדות
surfboard	גלשן
itsukushima	איצוקושימה
hairstyle	תסרוקת
forehead	מצח
lancashire	לנקשייר
garter	בירית
clerk	פקיד
lubya	לוביה
encephalitis	אנצפליטיס
eastwick	איסטוויק
scone	סקונס
multiplexer	מרבב
taxidermy	פחלוץ
farce	פארסה
acetone	אצטון
palimpsest	פלימפססט
austrasia	אוסטרזיה
ramzor	רמזור
virgil	ורגיליוס
cetacea	לווייתנאים
borate	בוראט
shelob	שילוב
indium	אינדיום
netzarim	נצרים
homage	מחווה
holam	חולם
recycling	מיחזור
augustinians	אוגוסטינים
adenine	אדנין
handsfree	דיבורית
dubliners	דבלינאים
guelders	חלרה
bihać	ביחאץ
harran	חרן
cosmetics	קוסמטיקה
baptistery	בפטיסטריום
cursor	סמן
milcah	מילכה
lox	לקס
democratization	דמוקרטיזציה
barbel	בינית
hadron	האדרון
pentathlon	פנטאתלון
mestre	מסטרה
gehenna	גהנה
enthalpy	אנתלפיה
lukoil	לוקאויל
infertility	עקרות
pointer	מצביע
modernism	מודרניזם
eggplant	חציל
riva	ריווה
parsley	פטרוזיליה
gratis	חינם
hangar	האנגר
ferromagnetism	פרומגנטיות
daguerreotype	דאגרוטיפ
kendo	קנדו
grape	ענב
skateboarding	סקייטבורדינג
memory	זיכרון
gilbert	גילברט
houston	יוסטון
acid	חומצה
incident	תקרית
berger	ברגר
adler	אדלר
togo	טוגו
cooper	קופר
barry	בארי
de	דה
nick	ניק
avi	אבי
margaret	מרגרט
chemistry	כימיה
emily	אמילי
hermes	הרמס
atlantis	אטלנטיס
harris	האריס
july	ביולי
blair	בלייר
filippo	פיליפו
eilat	אילת
mythology	מיתולוגיה
euler	אוילר
ferguson	פרגוסון
nelson	נלסון
bentley	בנטלי
castle	טירת
franco	פרנקו
vladimir	ולדימיר
russell	ראסל
tarzan	טרזן
salad	סלט
andromeda	אנדרומדה
cairo	קהיר
brooklyn	ברוקלין
lattice	סריג
airbus	איירבוס
alphonse	אלפונס
captain	קפטן
bialik	ביאליק
netanyahu	נתניהו
bristol	בריסטול
pluto	פלוטו
magnum	מגנום
perkins	פרקינס
tennessee	טנסי
cocktail	קוקטייל
netzer	נצר
naor	נאור
realism	ריאליזם
vitamin	ויטמין
feminism	פמיניזם
dan	דן
grant	גרנט
ofer	עופר
abel	אבל
ashkenazi	אשכנזי
miami	מיאמי
crawford	קרופורד
armstrong	ארמסטרונג
gambit	גמביט
aladdin	אלאדין
howard	הווארד
hawaii	הוואי
marshall	מרשל
kim	קים
roberts	רוברטס
dollar	דולר
salamis	סלמיס
ted	טד
meir	מאיר
browning	בראונינג
hayes	הייז
minnesota	מינסוטה
pioneer	פיוניר
amnon	אמנון
donovan	דונובן
omega	אומגה
massacre	טבח
morphology	מורפולוגיה
luna	לונה
steiner	שטיינר
ishmael	ישמעאל
shalev	שלו
tomer	תומר
newfoundland	ניופאונדלנד
juan	חואן
structure	מבנה
siegfried	זיגפריד
aries	טלה
damascus	דמשק
uriel	אוריאל
steyr	שטייר
porto	פורטו
atkins	אטקינס
brandon	ברנדון
stargate	סטארגייט
hedwig	הדוויג
zionism	ציונות
maxwell	מקסוול
tower	מגדל
domenico	דומניקו
shrek	שרק
hamilton	המילטון
victoria	ויקטוריה
mitchell	מיטשל
gas	גז
value	ערך
herzl	הרצל
robertson	רוברטסון
avital	אביטל
anat	ענת
julius	יוליוס
claudio	קלאודיו
venera	ונרה
naim	נעים
lior	ליאור
newman	ניומן
melissa	מליסה
christian	כריסטיאן
helena	הלנה
hair	שיער
emma	אמה
languages	שפות
hurricane	הוריקן
fleming	פלמינג
hamlet	המלט
eshkol	אשכול
molly	מולי
winnipeg	ויניפג
teddy	טדי
moreno	מורנו
marina	מרינה
reflex	רפלקס
sergio	סרחיו
schmitt	שמיט
cancer	סרטן
linus	לינוס
erasmus	ארסמוס
anthropology	אנתרופולוגיה
yakir	יקיר
ronen	רונן
darren	דארן
boyle	בויל
quark	קווארק
constructivism	קונסטרוקטיביזם
raz	רז
satellite	לוויין
zulu	זולו
golf	גולף
gheorghe	גאורגה
code	קוד
henry	הנרי
fernando	פרננדו
lawrence	לורנס
process	תהליך
dimension	ממד
clara	קלרה
guillaume	גיום
sherman	שרמן
bernoulli	ברנולי
yukon	יוקון
ronald	רונלד
marketing	שיווק
eddie	אדי
wright	רייט
tate	טייט
penguin	פינגווין
bloch	בלוך
marco	מרקו
frank	פרנק
antonio	אנטוניו
affair	פרשת
bruno	ברונו
engine	מנוע
bobby	בובי
kiryat	קריית
millwall	מילוול
pokémon	פוקימון
koch	קוך
nitra	ניטרה
iphigenia	איפיגניה
physiology	פיזיולוגיה
lloyd	לויד
clifford	קליפורד
lerner	לרנר
griffith	גריפית
wellington	ולינגטון
olga	אולגה
requiem	רקוויאם
abu	אבו
mary	מרי
bernhard	ברנהרד
ankara	אנקרה
shannon	שאנון
lincoln	לינקולן
katz	כץ
hardy	הארדי
kepler	קפלר
julio	חוליו
feldman	פלדמן
milton	מילטון
ezra	עזרא
gandhi	גנדי
spartacus	ספרטקוס
enrico	אנריקו
seymour	סימור
transformers	רובוטריקים
market	שוק
navigator	נווט
testimony	עדות
alberta	אלברטה
ein	עין
rudolf	רודולף
street	רחוב
olympia	אולימפיה
eros	ארוס
kraft	קראפט
martini	מרטיני
guinness	גינס
midrash	מדרש
finkelstein	פינקלשטיין
pudding	פודינג
mirage	מיראז
chair	כיסא
troll	טרול
bates	בייטס
almog	אלמוג
montgomery	מונטגומרי
concrete	בטון
elimelech	אלימלך
nina	נינה
wilkins	וילקינס
vicente	ויסנטה
christine	כריסטין
marion	מריון
polynomial	פולינום
vertigo	ורטיגו
hopkins	הופקינס
aldo	אלדו
oppenheimer	אופנהיימר
augusta	אוגוסטה
angle	זווית
visconti	ויסקונטי
ram	רם
walker	ווקר
valley	עמק
dolphin	דולפין
gerd	גרד
bora	בורה
radius	רדיוס
wolfson	וולפסון
menelaus	מנלאוס
arsenal	ארסנל
lindsay	לינדזי
moritz	מוריץ
geller	גלר
merlin	מרלין
xanadu	זאנאדו
superbus	סופרבוס
itzik	איציק
mahler	מאהלר
riga	ריגה
morgenstern	מורגנשטרן
wagtail	נחליאלי
lehmann	להמן
gazit	גזית
prometheus	פרומתאוס
arazi	ארזי
solo	סולו
benson	בנסון
manfred	מנפרד
ophrys	דבורנית
bologna	בולוניה
rosetta	רוזטה
popper	פופר
nilsson	נילסון
kodori	קודורי
profile	פרופיל
dekel	דקל
geva	גבע
sanders	סנדרס
eran	ערן
ferrer	פרר
alfie	אלפי
mira	מירה
morrison	מוריסון
entropy	אנטרופיה
garrett	גארט
naturalism	נטורליזם
valentin	ולנטין
goldschmidt	גולדשמידט
spoonbill	כפן
markov	מרקוב
alec	אלק
amplifier	מגבר
noise	רעש
carmen	כרמן
bertrand	ברטראן
mango	מנגו
samantha	סמנתה
crystallography	קריסטלוגרפיה
sigma	סיגמא
holm	הולם
gamma	גמא
goldman	גולדמן
advertising	פרסום
landau	לנדאו
australopithecus	אוסטרלופיתקוס
karen	קארן
ramos	ראמוס
goren	גורן
diesel	דיזל
eiffel	אייפל
atheism	אתאיזם
distance	מרחק
franz	פרנץ
martin	מרטין
palace	ארמון
magnus	מגנוס
manuel	מנואל
grammar	דקדוק
alpha	אלפא
francis	פרנסיס
rené	רנה
herbert	הרברט
baden	באדן
nash	נאש
sullivan	סאליבן
pietro	פייטרו
erich	אריך
mason	מייסון
dublin	דבלין
andersen	אנדרסן
lot	לוט
vostok	ווסטוק
vancouver	ונקובר
blake	בלייק
clinton	קלינטון
albatross	אלבטרוס
derek	דרק
henderson	הנדרסון
suzuki	סוזוקי
alexandra	אלכסנדרה
horse	סוס
texas	טקסס
baker	בייקר
hunter	האנטר
turner	טרנר
evans	אוונס
godfather	הסנדק
twilight	דמדומים
kazan	קאזאן
yael	יעל
schmidt	שמידט
eli	אלי
palermo	פלרמו
chrysler	קרייזלר
wolfgang	וולפגנג
window	חלון
antibacterial	אנטיביוטיקה
chaos	כאוס
postscript	פוסטסקריפט
trocadero	טרוקדרו
homesh	חומש
shechita	שחיטה
proportionality	מידתיות
gecko	שממיתיים
tironut	טירונות
lucius	לוקיוס
forum	פורום
batman	באטמן
pierre	פייר
messina	מסינה
arad	ארד
colorado	קולורדו
springfield	ספרינגפילד
maimon	מימון
radu	ראדו
helen	הלן
geometry	גאומטריה
joint	מפרק
wisconsin	ויסקונסין
dexter	דקסטר
programming	תכנות
gabriel	גבריאל
disaster	אסון
identity	זהות
lee	לי
robbins	רובינס
curie	קירי
pini	פיני
donetsk	דונצק
arkansas	ארקנסו
hotel	מלון
montfort	מונפור
shamir	שמיר
seinfeld	סיינפלד
salamanca	סלמנקה
gaius	גאיוס
tunnel	מנהרת
zorro	זורו
guildhall	גילדהול
pollock	פולוק
fred	פרד
anita	אניטה
idaho	איידהו
livorno	ליבורנו
tiraspol	טירספול
wikipedia	ויקיפדיה
honorius	הונוריוס
morgan	מורגן
kharkiv	חרקוב
collins	קולינס
mario	מריו
shirley	שירלי
marcelo	מרסלו
lambert	למברט
eldad	אלדד
kursk	קורסק
rockefeller	רוקפלר
alabama	אלבמה
mackenzie	מקנזי
netanya	נתניה
pittsburgh	פיטסבורג
randolph	רנדולף
bradley	בראדלי
hannibal	חניבעל
fuller	פולר
poisson	פואסון
miss	מיס
canterbury	קנטרברי
columbus	קולומבוס
colin	קולין
edna	עדנה
mozambique	מוזמביק
davis	דייוויס
horowitz	הורוביץ
mikhail	מיכאיל
seattle	סיאטל
density	צפיפות
emerson	אמרסון
carr	קאר
eleanor	אלינור
oxford	אוקספורד
march	במרץ
computer	מחשב
clock	שעון
harari	הררי
hamburg	המבורג
wayne	ויין
kyle	קייל
atoll	אטול
schiff	שיף
tornado	טורנדו
bar	בר
montenegro	מונטנגרו
cat	חתול
system	מערכת
ashley	אשלי
netafim	נטפים
bohr	בוהר
kingsley	קינגסלי
tamar	תמר
mauro	מאורו
regression	רגרסיה
salzburg	זלצבורג
shlomi	שלומי
nestor	נסטור
gallagher	גלאגר
haymarket	היימרקט
margalit	מרגלית
gyula	גיולה
woody	וודי
whitney	ויטני
complexity	סיבוכיות
robinson	רובינסון
bukhara	בוכרה
paraná	פרנה
bravo	בראבו
cottage	קוטג
immunity	חסינות
craig	קרייג
glover	גלובר
onias	חוניו
grossman	גרוסמן
baum	באום
carlebach	קרליבך
detroit	דטרויט
plasma	פלזמה
alfredo	אלפרדו
papyrus	פפירוס
nielsen	נילסן
macaque	מקוק
dorothy	דורותי
pisano	פיזאנו
brady	בריידי
dub	דאב
dora	דורה
ali	עלי
collision	התנגשות
marley	מארלי
floyd	פלויד
kensington	קנזינגטון
zalman	זלמן
morton	מורטון
nova	נובה
yuval	יובל
josé	חוסה
andré	אנדרה
leonardo	לאונרדו
siemens	סימנס
mosaic	פסיפס
sarid	שריד
spitzer	שפיצר
vojvodina	וויבודינה
amidar	עמידר
mountbatten	מאונטבטן
ira	איירה
lasker	לסקר
shraga	שרגא
click	קליק
raviv	רביב
disco	דיסקו
emission	פליטה
jürgen	יורגן
nicomedes	ניקומדס
yigal	יגאל
leadership	מנהיגות
waste	פסולת
bass	בס
drori	דרורי
homology	הומולוגיה
eccentricity	אקסצנטריות
mississippi	מיסיסיפי
pasternak	פסטרנק
pareto	פארטו
libya	לוב
reynolds	ריינולדס
gunnar	גונאר
eruv	עירוב
pastel	פסטל
jehoahaz	יהואחז
hex	הקס
zrenjanin	זרניאנין
lux	לוקס
salvia	מרווה
grizzly	גריזלי
emirate	אמירות
pinkas	פנקס
radcliffe	רדקליף
fanny	פאני
monopoly	מונופול
pliny	פליניוס
arizona	אריזונה
adobe	אדובי
condor	קונדור
buick	ביואיק
maor	מאור
ahaziah	אחזיה
complement	משלים
observation	תצפית
skokie	סקוקי
swissair	סוויסאייר
fedora	פדורה
hyacinth	יקינתון
redman	רדמן
westphalia	וסטפאליה
derry	דרי
definition	הגדרה
argov	ארגוב
volterra	וולטרה
transnistria	טרנסניסטריה
priestley	פריסטלי
justinian	יוסטיניאנוס
wertheimer	ורטהיימר
vendetta	ונדטה
tyrol	טירול
spandau	שפנדאו
sheridan	שרידן
gondar	גונדר
kapoor	קאפור
yak	יאק
erin	ארין
damon	דיימון
pisa	פיזה
bath	באת
lichtenberg	ליכטנברג
cromford	קרומפורד
leyte	לייטה
karate	קראטה
meru	מרו
regev	רגב
artaxerxes	ארתחששתא
kruger	קרוגר
hecht	הכט
safari	ספארי
functionalism	פונקציונליזם
rohan	רוהאן
scalar	סקלר
geisha	גיישה
pavia	פאביה
blockade	הסגר
albrecht	אלברכט
opus	אופוס
poincaré	פואנקרה
bilbao	בילבאו
agricola	אגריקולה
feinstein	פיינשטיין
patricia	פטרישה
genetic	גנטי
rivlin	ריבלין
coherence	קוהרנטיות
cambrai	קמברה
belshazzar	בלשאצר
brenda	ברנדה
anghiari	אנגיארי
marmalade	מרמלדה
prophecy	נבואה
kotler	קוטלר
rosenblum	רוזנבלום
olmert	אולמרט
prada	פראדה
cook	קוק
stadium	אצטדיון
kevin	קווין
nebula	ערפילית
ferdinand	פרדיננד
consonant	עיצורים
rabin	רבין
uri	אורי
newton	ניוטון
pasha	פאשה
dune	חולית
ohio	אוהיו
miguel	מיגל
learning	למידה
manhattan	מנהטן
cobra	קוברה
calderón	קלדרון
liverpool	ליברפול
brunei	ברוניי
software	תוכנה
venus	ונוס
hornbill	קלאו
caroline	קרוליין
quail	שליו
brandenburg	ברנדנבורג
hughes	יוז
jorge	חורחה
zadok	צדוק
del	דל
homo	הומו
vincent	וינסנט
problem	בעיית
madagascar	מדגסקר
franklin	פרנקלין
hiller	הילר
eliezer	אליעזר
friedrich	פרידריך
austin	אוסטין
munich	מינכן
conference	ועידת
lucas	לוקאס
friedman	פרידמן
gibraltar	גיברלטר
albert	אלברט
zanzibar	זנזיבר
pantheon	פנתאון
corinth	קורינתוס
montserrat	מונטסראט
claudia	קלאודיה
orlando	אורלנדו
hawkins	הוקינס
dror	דרור
torres	טורס
terry	טרי
portland	פורטלנד
darwin	דרווין
gibbs	גיבס
reef	שונית
ricky	ריקי
giant	ענק
audi	אאודי
bone	עצם
eliyahu	אליהו
federico	פדריקו
riemann	רימן
homosexuality	הומוסקסואליות
enigma	אניגמה
ghent	גנט
hyperplasia	היפרפלזיה
lazio	לאציו
ingushetia	אינגושטיה
latrun	לטרון
irina	אירינה
ernesto	ארנסטו
default	מחדל
heliodorus	הליודורוס
simpson	סימפסון
dam	סכר
florida	פלורידה
zahavi	זהבי
missouri	מיזורי
catania	קטניה
psalms	תהילים
haifa	חיפה
kurt	קורט
square	כיכר
adolf	אדולף
diego	דייגו
nancy	ננסי
express	אקספרס
yuri	יורי
santiago	סנטיאגו
toronto	טורונטו
neil	ניל
memorial	אנדרטת
ramot	רמות
attila	אטילה
beagle	ביגל
allenby	אלנבי
stirling	סטירלינג
tripoli	טריפולי
scarlatti	סקרלטי
buddhism	בודהיזם
abulafia	אבולעפיה
siberian	סיבירי
alvin	אלווין
rick	ריק
inbal	ענבל
castro	קסטרו
kenya	קניה
pullman	פולמן
buffalo	באפלו
fresco	פרסקו
beatrice	ביאטריס
darling	דרלינג
zuma	זומה
memphis	ממפיס
valencia	ולנסיה
rwanda	רואנדה
neville	נוויל
randall	רנדל
hancock	הנקוק
heller	הלר
knife	סכין
schwerin	שוורין
oedipus	אדיפוס
mecklenburg	מקלנבורג
dwight	דווייט
nicanor	ניקנור
basel	בזל
afek	אפק
alexandria	אלכסנדריה
shalom	שלום
luxembourg	לוקסמבורג
quartet	רביעיית
westminster	וסטמינסטר
kenneth	קנת
honda	הונדה
marx	מרקס
hess	הס
truman	טרומן
dinar	דינר
rostov	רוסטוב
lancaster	לנקסטר
monroe	מונרו
alaska	אלסקה
bernardo	ברנרדו
monica	מוניקה
steinberg	שטיינברג
michal	מיכל
post	פוסט
edgar	אדגר
epstein	אפשטיין
maxim	מקסים
cave	מערת
hilton	הילטון
lennon	לנון
diana	דיאנה
greenwich	גריניץ
sexual	מינית
nobility	אצולה
kelly	קלי
boeing	בואינג
professor	פרופסור
zombie	זומבי
murcia	מורסיה
warburg	ורבורג
wallach	וולך
dylan	דילן
interchange	מחלף
nimrod	נמרוד
uranium	אורניום
volkswagen	פולקסווגן
chain	שרשרת
paddington	פדינגטון
jacopo	יאקופו
watts	ווטס
te	טה
madison	מדיסון
géza	גזה
atzmon	עצמון
sosa	סוסה
perseus	פרסאוס
spa	ספא
dori	דורי
kobi	קובי
goodman	גודמן
yoga	יוגה
shabazi	שבזי
mitzvah	מצווה
wolfram	וולפרם
deutsch	דויטש
coolidge	קולידג
triassic	טריאס
lufthansa	לופטהנזה
maggie	מגי
epsilon	אפסילון
clancy	קלנסי
desmond	דזמונד
tonga	טונגה
lakhish	לכיש
woods	וודס
oviedo	אוביידו
bauer	באואר
cunningham	קנינגהם
ecology	אקולוגיה
amstel	אמסטל
galliano	גליאנו
valentina	ולנטינה
baltimore	בולטימור
bermuda	ברמודה
niagara	ניאגרה
klaus	קלאוס
foster	פוסטר
alberti	אלברטי
brodsky	ברודסקי
lima	לימה
antarctica	אנטארקטיקה
hydrogen	מימן
curaçao	קוראסאו
eliza	אלייזה
faust	פאוסט
mercury	מרקורי
lane	ליין
sultan	סולטאן
excalibur	אקסקליבר
schumacher	שומאכר
carthage	קרתגו
corfu	קורפו
huygens	הויגנס
axelrod	אקסלרוד
rape	אונס
masaryk	מסריק
bacharach	בכרך
dempsey	דמפסי
fender	פנדר
kyrgyzstan	קירגיזסטן
dixie	דיקסי
literacy	אוריינות
wagner	וגנר
costa	קוסטה
stein	שטיין
nemo	נמו
arafat	ערפאת
delhi	דלהי
admiral	אדמירל
palau	פלאו
gaza	עזה
golan	גולן
brian	בריאן
ludwig	לודוויג
game	משחק
gay	גיי
barrel	חבית
pat	פט
neo	נאו
halifax	הליפקס
willem	וילם
commodore	קומודור
ada	עדה
laser	לייזר
fallacy	כשל
veronica	ורוניקה
mordechai	מרדכי
danny	דני
clio	קליאו
reinhold	ריינהולד
che	ﭺ
blowup	יצרים
bibi	ביבי
hypericum	פרע
sterling	סטרלינג
oasis	אואזיס
kettle	קומקום
halperin	הלפרין
carnage	קרנג
phasianus	פסיון
acetylcholine	אצטילכולין
lindenstrauss	לינדנשטראוס
holborn	הוברן
salisbury	סולסברי
bust	פרוטומה
structuralism	סטרוקטורליזם
beedi	בידי
bratislava	ברטיסלאבה
peleg	פלג
bering	ברינג
passiflora	שעונית
petrel	יסעור
acanthodactylus	שנונית
tatra	טאטרה
scream	צעקה
habakkuk	חבקוק
taft	טאפט
melamed	מלמד
ammit	אמות
triangulation	טריאנגולציה
jörg	ירג
azimuth	אזימוט
lipschitz	ליפשיץ
davidovich	דוידוביץ
hadid	חדיד
harvard	הרווארד
acrocephalus	קנית
lust	תשוקה
grenadier	גרנדיר
focus	מוקד
poria	פוריה
hispania	היספניה
drummer	מתופף
savoie	סבואה
welding	ריתוך
doomsday	דומסדיי
refrigerator	מקרר
ideology	אידאולוגיה
chloride	כלוריד
burke	בורק
infante	אינפנטה
bellinzona	בלינצונה
shaham	שחם
guillermo	גיירמו
amenhotep	אמנחותפ
kahal	כחל
budapest	בודפשט
seminar	סמינר
gabriela	גבריאלה
howitzer	הוביצר
freeman	פרימן
kerioth	קריות
timișoara	טימישוארה
tsunami	צונמי
historian	היסטוריון
nicopolis	ניקופוליס
trevi	טרווי
turbidity	עכירות
chalk	קירטון
pollux	פולוקס
sauna	סאונה
deutsche	דויטשה
zeitlin	צייטלין
ramesses	רעמסס
dida	דידה
brandt	ברנדט
saturn	סטורן
akira	אקירה
guantánamo	גואנטנמו
voskhod	ווסחוד
milstein	מילשטיין
ruble	רובל
libération	ליברסיון
kea	קיאה
masada	מצדה
computing	מחשוב
avalon	אבלון
mariano	מריאנו
musketeer	מוסקטר
villarrica	ויאריקה
genre	סוגה
lessing	לסינג
mintz	מינץ
diarra	דיארה
geiger	גייגר
transplantation	השתלת
concordia	קונקורדיה
boxer	בוקסר
yadlin	ידלין
valencian	ולנסית
miri	מירי
melanie	מלאני
lava	לבה
